YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT12,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
1946,3,2,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,3,,,,,,,,,,114.0,,,,,0.0,0.0,,55.04,42.980000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,6,,,,,,,,,,20.0,,,,,0.0,0.0,,51.98,42.980000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,9,,,,,,,,,,30.0,,,,,0.0,0.0,,53.06,42.980000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,11,,,,,,,,,,,,,,,0.0,0.0,,55.04,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,14,,,,,,,,,,0.0,,,,,0.0,0.0,,64.04,33.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,17,,,,,,,,,,30.0,,,,,0.0,0.0,,50.0,42.980000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,19,,,,,,,,,,178.0,,,,,0.0,0.0,,48.02,42.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,22,,,,,,,,,,97.0,,,,,0.0,0.0,,48.92,39.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,23,,,,,,,,,,,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,25,,,,,,,,,,23.0,,,,,0.0,0.0,,55.04,33.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,27,,,,,,,,,,109.0,,,,,0.0,0.0,,46.94,39.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,30,,,,,,,,,,0.0,,,,,0.0,0.0,,57.92,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,1,,,,,,,,,,0.0,,,,,0.0,0.0,,55.04,37.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,3,,,,,,,,,,,,,,,0.0,0.0,,53.96,42.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,6,,,,,,,,,,0.0,,,,,0.0,0.0,,62.959999999999994,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,9,,,,,,,,,,0.0,,,,,0.0,0.0,,55.04,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,11,,,,,,,,,,20.0,,,,,0.0,0.0,,53.96,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,14,,,,,,,,,,5.0,,,,,0.0,0.0,,48.92,37.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,17,,,,,,,,,,0.0,,,,,0.0,0.0,,62.959999999999994,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,18,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,19,,,,,,,,,,0.0,,,,,0.0,0.0,,64.04,46.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,22,,,,,,,,,,,,,,,0.0,0.0,,68.0,39.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,25,,,,,,,,,,0.0,,,,,0.0,0.0,,66.92,44.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,27,,,,,,,,,,0.0,,,,,0.0,0.0,,77.0,46.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,28,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,30,,,,,,,,,,3.0,,,,,0.0,0.0,,62.059999999999995,37.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,1,,,,,,,,,,0.0,,,,,0.0,0.0,,73.04,39.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,3,,,,,,,,,,0.0,,,,,0.0,0.0,,80.96,55.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,6,,,,,,,,,,,,,,,0.0,0.0,,69.98,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,9,,,,,,,,,,0.0,,,,,0.0,0.0,,73.04,44.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,11,,,,,,,,,,41.0,,,,,0.0,0.0,,57.02,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,14,,,,,,,,,,,,,,,0.0,0.0,,69.08,51.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,17,,,,,,,,,,0.0,,,,,0.0,0.0,,82.94,42.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,19,,,,,,,,,,0.0,,,,,0.0,0.0,,66.02,44.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,22,,,,,,,,,,,,,,,0.0,0.0,,57.02,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,25,,,,,,,,,,0.0,,,,,0.0,0.0,,80.06,46.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,27,,,,,,,,,,0.0,,,,,0.0,0.0,,78.98,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,30,,,,,,,,,,0.0,,,,,0.0,0.0,,84.91999999999999,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,1,,,,,,,,,,0.0,,,,,0.0,0.0,,82.04,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,3,,,,,,,,,,,,,,,0.0,0.0,,71.96,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,6,,,,,,,,,,0.0,,,,,0.0,0.0,,71.06,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,9,,,,,,,,,,8.0,,,,,0.0,0.0,,64.04,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,11,,,,,,,,,,61.0,,,,,0.0,0.0,,71.06,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,14,,,,,,,,,,13.0,,,,,0.0,0.0,,60.08,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,17,,,,,,,,,,0.0,,,,,0.0,0.0,,71.96,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,19,,,,,,,,,,0.0,,,,,0.0,0.0,,78.08,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,22,,,,,,,,,,8.0,,,,,0.0,0.0,,69.08,55.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,25,,,,,,,,,,51.0,,,,,0.0,0.0,,62.059999999999995,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,27,,,,,,,,,,0.0,,,,,0.0,0.0,,69.98,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,30,,,,,,,,,,0.0,,,,,0.0,0.0,,86.0,53.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,1,,,,,,,,,,0.0,,,,,0.0,0.0,,75.92,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,3,,,,,,,,,,0.0,,,,,0.0,0.0,,73.94,57.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,6,,,,,,,,,,0.0,,,,,0.0,0.0,,73.04,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,9,,,,,,,,,,0.0,,,,,0.0,0.0,,75.92,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,11,,,,,,,,,,,,,,,0.0,0.0,,77.0,60.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,12,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,14,,,,,,,,,,,,,,,0.0,0.0,,71.96,55.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,17,,,,,,,,,,0.0,,,,,0.0,0.0,,69.98,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,18,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,19,,,,,,,,,,0.0,,,,,0.0,0.0,,73.04,57.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,22,,,,,,,,,,38.0,,,,,0.0,0.0,,68.0,57.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,25,,,,,,,,,,0.0,,,,,0.0,0.0,,73.04,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,27,,,,,,,,,,0.0,,,,,0.0,0.0,,77.0,55.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,30,,,,,,,,,,0.0,,,,,0.0,0.0,,98.96000000000001,53.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,1,,,,,,,,,,0.0,,,,,0.0,0.0,,78.08,57.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,3,,,,,,,,,,0.0,,,,,0.0,0.0,,80.06,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,6,,,,,,,,,,0.0,,,,,0.0,0.0,,80.96,57.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,9,,,,,,,,,,0.0,,,,,0.0,0.0,,71.96,57.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,11,,,,,,,,,,,,,,,0.0,0.0,,77.0,51.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,14,,,,,,,,,,0.0,,,,,0.0,0.0,,91.03999999999999,53.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,17,,,,,,,,,,0.0,,,,,0.0,0.0,,73.04,55.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,19,,,,,,,,,,0.0,,,,,0.0,0.0,,68.0,55.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,22,,,,,,,,,,0.0,,,,,0.0,0.0,,73.04,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,25,,,,,,,,,,0.0,,,,,0.0,0.0,,78.08,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,27,,,,,,,,,,0.0,,,,,0.0,0.0,,91.03999999999999,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,30,,,,,,,,,,,,,,,0.0,0.0,,93.02,57.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,1,,,,,,,,,,0.0,,,,,0.0,0.0,,86.0,53.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,3,,,,,,,,,,0.0,,,,,0.0,0.0,,69.98,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,6,,,,,,,,,,8.0,,,,,0.0,0.0,,66.92,57.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,9,,,,,,,,,,0.0,,,,,0.0,0.0,,64.04,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,10,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,11,,,,,,,,,,0.0,,,,,0.0,0.0,,69.98,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,14,,,,,,,,,,0.0,,,,,0.0,0.0,,84.91999999999999,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,17,,,,,,,,,,0.0,,,,,0.0,0.0,,73.04,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,19,,,,,,,,,,0.0,,,,,0.0,0.0,,82.04,57.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,22,,,,,,,,,,155.0,,,,,0.0,0.0,,64.94,55.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,25,,,,,,,,,,18.0,,,,,0.0,0.0,,59.0,51.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,27,,,,,,,,,,0.0,,,,,0.0,0.0,,66.92,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,30,,,,,,,,,,0.0,,,,,0.0,0.0,,82.04,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,1,,,,,,,,,,3.0,,,,,0.0,0.0,,66.02,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,3,,,,,,,,,,36.0,,,,,0.0,0.0,,59.0,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,6,,,,,,,,,,66.0,,,,,0.0,0.0,,62.059999999999995,44.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,9,,,,,,,,,,0.0,,,,,0.0,0.0,,69.08,42.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,11,,,,,,,,,,71.0,,,,,0.0,0.0,,62.959999999999994,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,14,,,,,,,,,,,,,,,0.0,0.0,,64.04,44.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,17,,,,,,,,,,0.0,,,,,0.0,0.0,,71.06,37.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,19,,,,,,,,,,,,,,,0.0,0.0,,59.0,44.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,20,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,22,,,,,,,,,,,,,,,0.0,0.0,,59.0,42.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,10,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
